shipment_id,ship_date,expected_delivery,actual_delivery,region,carrier,warehouse,customer,distance_km,freight_cost,weight_kg,shipment_status
SHP-00820,2024-04-24,2024-04-27,2024-04-28,North,FastShip,WH-04,Omega Co,493.79,425.62,29.6,Delivered
SHP-01404,2024-06-30,2024-07-04,2024-07-05,South,FastShip,WH-06,Delta Solutions,456.31,352.88,3.36,Delivered
SHP-01383,2025-04-15,2025-04-17,2025-04-17,Central,FastShip,WH-03,Alpha Ltd,219.74,229.37,11.89,Delayed
SHP-02149,2024-10-19,2024-10-22,2024-10-23,South,FastShip,WH-07,Delta Inc,781.74,653.22,17.49,In Transit
SHP-01576,2024-07-09,2024-07-12,2024-07-11,Central,FastShip,WH-10,Acme Enterprises,214.23,212.9,44.23,In Transit
SHP-01639,2025-01-22,2025-01-23,2025-01-23,South,QuickMove,WH-01,Sigma Ltd,310.58,208.69,7.52,Returned
SHP-01796,2025-05-04,2025-05-06,2025-05-07,North,ReliableCo,WH-08,Delta Inc,295.5,264.75,10.47,Delivered
SHP-04870,2024-10-11,2024-10-15,2024-10-15,Central,ReliableCo,WH-07,Delta Ltd,503.91,352.52,20.4,Delivered
SHP-00400,2024-01-29,2024-01-31,2024-02-01,East,GlobalFreight,WH-07,Sigma Co,354.78,215.08,12.07,Delivered
SHP-02311,2024-11-27,2024-11-28,2024-11-28,North,ReliableCo,WH-10,Beta Inc,391.18,292.33,9.26,Delivered
SHP-00883,2024-07-29,2024-07-31,2024-07-31,North,ReliableCo,WH-06,Acme Group,81.53,85.57,73.73,Delivered
SHP-04375,2024-11-11,2024-11-14,2024-11-15,West,ReliableCo,WH-06,Delta Partners,172.86,137.1,27.25,In Transit
SHP-02961,2024-06-23,2024-06-24,2024-06-24,Central,ReliableCo,WH-10,Beta Enterprises,350.34,316.56,13.89,Delivered
SHP-01353,2024-09-07,2024-09-10,2024-09-11,North,GlobalFreight,WH-02,Beta LLC,216.34,95.63,13.92,Delivered
SHP-02802,2024-06-23,2024-06-26,2024-06-26,North,ReliableCo,WH-09,Omega LLC,555.2,466.38,13.29,Delivered
SHP-04601,2024-10-11,2024-10-13,2024-10-12,North,SpeedEx,WH-03,Global Solutions,97.7,76.31,19.62,Delivered
SHP-02131,2024-10-29,2024-10-31,2024-10-31,West,ReliableCo,WH-08,,212.69,138.46,9.86,Delayed
SHP-00983,2025-01-21,2025-01-22,2025-01-22,North,Fast Ship,WH-03,Sigma Corp,120.59,114.65,58.53,Delivered
SHP-00457,2024-08-10,2024-08-13,2024-08-14,North,FastShip,WH-07,Sigma Group,270.75,185.85,53.93,Delivered
SHP-03606,2024-01-26,2024-01-29,2024-01-29,East,QuickMove,WH-01,Omega LLC,265.55,178.94,15.78,Delivered
SHP-01080,2025-04-28,2025-05-01,2025-05-01,East,ReliableCo,WH-03,Alpha Partners,124.4,97.14,15.87,Delivered
SHP-01951,2024-12-15,2024-12-16,2024-12-16,Central,SpeedEx,WH-08,Alpha Solutions,148.39,133.7,22.97,Delayed
SHP-04432,2025-01-12,2025-01-13,2025-01-15,South,GlobalFreight,WH-07,Delta LLC,246.17,191.02,33.98,Delayed
SHP-00690,2024-07-24,2024-07-25,2024-07-25,Central,QuickMove,WH-10,Sigma Industries,275.07,161.45,31.06,Delivered
SHP-02430,2024-02-07,2024-02-08,2024-02-08,North,QuickMove,WH-06,Acme Partners,285.81,217.07,13.08,In Transit
SHP-00642,2024-03-30,2024-04-02,2024-04-02,West,SpeedEx,WH-09,Acme LLC,142.99,121.69,31.68,Delivered
SHP-02393,2024-09-30,2024-10-04,2024-10-04,East,FastShip,WH-08,Acme Partners,892.31,708.14,13.56,Delivered
SHP-01954,2024-04-17,2024-04-20,2024-04-20,East,FastShip,WH-10,Prime Partners,268.57,233.02,22.33,Delivered
SHP-02808,2024-06-21,2024-06-23,2024-06-23,East,FastShip,WH-09,Omega Ltd,209.22,187.35,13.3,Delivered
SHP-02826,2024-08-31,2024-09-03,2024-09-03,north,ReliableCo,WH-10,Alpha Ltd,279.1,168.98,4.38,Delivered
SHP-04138,2025-05-07,2025-05-11,2025-05-12,North,GlobalFreight,WH-04,,593.73,583.17,10.33,Delivered
SHP-02711,2024-06-17,2024-06-20,2024-06-20,East,QuickMove,WH-04,Delta Solutions,113.55,70.07,30.39,Delivered
SHP-03409,2025-05-24,2025-05-28,2025-05-29,North,ReliableCo,WH-05,Prime Industries,491.75,149.65,26.13,Delivered
SHP-04821,2024-12-29,2025-01-01,2025-01-01,East,ReliableCo,WH-04,Omega Ltd,559.44,520.98,16.15,Delivered
SHP-03754,2025-03-23,2025-03-27,2025-03-27,East,FastShip,WH-04,Alpha Inc,426.19,414.69,38.95,Delivered
SHP-01885,2025-03-11,2025-03-13,2025-03-12,East,FastShip,WH-05,Alpha Industries,188.88,139.7,16.16,Delivered
SHP-03537,2024-07-09,2024-07-11,2024-07-10,West,FastShip,WH-10,Prime Partners,110.88,75.47,107.24,In Transit
SHP-00390,2025-01-11,2025-01-13,2025-01-13,North,ReliableCo,WH-07,Alpha Partners,423.33,443.88,16.61,Delivered
SHP-02495,2024-06-20,2024-06-23,2024-06-23,Central,ReliableCo,WH-03,Sigma LLC,668.18,365.81,5.86,Delayed
SHP-03186,2024-05-26,2024-05-27,2024-05-28,East,QuickMove,WH-09,Delta Corp,96.59,79.14,16.5,Delivered
SHP-02955,2025-04-23,2025-04-25,2025-04-26,Central,QuickMove,WH-06,Omega Partners,417.35,297.18,31.93,Delayed
SHP-00846,2024-11-02,2024-11-07,2024-11-08,West,GlobalFreight,WH-07,Beta Corp,896.98,595.39,41.22,Delayed
SHP-00543,2025-06-20,2025-06-21,2025-06-22,West,FastShip,WH-07,Beta Inc,212.64,212.23,19.05,Delivered
SHP-00092,2024-01-16,2024-01-19,2024-01-19,West,FastShip,WH-04,Prime Industries,370.22,327.13,20.26,Delivered
SHP-03972,2025-03-15,2025-03-18,2025-03-19,North,Speed Ex,WH-10,Delta Industries,182.1,290.25,19.06,Delivered
SHP-01980,2024-06-06,2024-06-08,2024-06-08,West,FastShip,WH-09,Prime Co,207.52,154.94,27.87,Delivered
SHP-02874,2025-02-23,2025-02-26,2025-02-28,South,FastShip,WH-02,Omega Solutions,280.32,291.36,19.29,Delayed
SHP-04136,2024-05-12,2024-05-15,2024-05-16,Central,FastShip,WH-08,Alpha Industries,229.43,202.79,7.8,In Transit
SHP-04248,2025-06-14,2025-06-17,2025-06-17,East,SpeedEx,WH-06,Prime Group,285.59,417.46,48.93,Delivered
SHP-02530,2025-02-11,2025-02-14,2025-02-15,South,GlobalFreight,WH-02,Beta Ltd,319.5,119.51,9.15,Delivered
SHP-01677,2024-09-30,2024-10-02,2024-10-02,East,ReliableCo,WH-08,Acme LLC,210.69,140.6,20.55,Delivered
SHP-01049,2025-04-10,2025-04-12,2025-04-11,North,QuickMove,WH-03,Global Inc,528.72,243.9,14.19,Delivered
SHP-01961,2024-12-25,2024-12-28,2024-12-28,West,ReliableCo,WH-03,Alpha LLC,235.63,207.74,15.23,Delayed
SHP-02531,2024-02-04,2024-02-08,2024-02-08,South,GlobalFreight,WH-03,Prime Inc,1098.72,889.71,6.52,Delivered
SHP-02843,2024-10-30,2024-10-31,2024-10-31,East,ReliableCo,WH-10,Acme Partners,112.87,67.38,5.71,Delivered
SHP-00238,2024-11-03,2024-11-06,2024-11-07,Central,FastShip,WH-07,Acme Solutions,238.09,193.76,25.7,Delivered
SHP-03759,2024-11-07,2024-11-08,2024-11-08,Central,SpeedEx,WH-02,Beta Co,341.8,290.87,47.25,Delivered
SHP-03867,2025-03-02,2025-03-03,2025-03-03,East,FastShip,WH-01,Sigma Inc,265.85,260.75,13.13,Delivered
SHP-01134,2024-06-23,2024-06-26,2024-06-26,East,SpeedEx,WH-08,Global Industries,330.46,424.85,12.85,Delivered
SHP-01806,2024-05-31,2024-06-02,2024-06-01,North,FastShip,WH-09,Sigma Partners,475.34,389.48,178.11,Delivered
SHP-04190,2024-12-17,2024-12-19,2024-12-19,West,SpeedEx,WH-06,Acme Partners,469.95,577.78,16.78,Delayed
SHP-00164,2024-03-30,2024-04-01,2024-04-01,South,SpeedEx,WH-05,Beta Ltd,208.23,363.02,20.94,Delayed
SHP-03567,2025-06-23,2025-06-24,2025-06-24,Central,FastShip,WH-06,Alpha Partners,298.98,279.04,36.67,Delivered
SHP-04763,2024-08-18,2024-08-20,2024-08-21,South,QuickMove,WH-06,Sigma Industries,687.89,422.89,18.12,Delivered
SHP-04044,2024-01-07,2024-01-09,2024-01-09,West,FastShip,WH-04,Beta Partners,164.64,152.52,,Delivered
SHP-03526,2024-11-10,2024-11-11,2024-11-11,South,Speed Ex,WH-08,Global Enterprises,66.91,90.41,14.93,Delivered
SHP-03270,2024-04-21,2024-04-22,2024-04-24,west,GlobalFreight,WH-01,Prime Inc,311.28,282.01,29.2,Delivered
SHP-03713,2024-09-07,2024-09-11,2024-09-11,Central,GlobalFreight,WH-04,Prime Group,528.61,29.14,6.11,Delivered
SHP-04706,2024-09-07,2024-09-08,2024-09-08,South,SpeedEx,WH-02,Prime LLC,157.69,258.26,71.12,Delivered
SHP-01812,2025-03-09,2025-03-12,2025-03-12,West,GLOBALFREIGHT,WH-06,Prime Group,372.18,210.17,20.3,In Transit
SHP-04162,2025-01-16,2025-01-20,2025-01-21,East,ReliableCo,WH-04,Prime Partners,644.2,658.24,13.88,Delayed
SHP-03945,2024-09-27,2024-10-01,2024-10-01,Central,ReliableCo,WH-07,Delta Enterprises,683.61,379.4,34.14,Delayed
SHP-01429,2024-02-13,2024-02-15,2024-02-16,Central,SpeedEx,WH-07,Prime LLC,409.13,490.41,14.91,Delivered
SHP-03692,2024-10-15,2024-10-19,2024-10-20,South,QuickMove,WH-04,Delta Partners,719.14,515.39,80.61,Delivered
SHP-02861,2024-07-10,2024-07-11,2024-07-11,Central,FastShip,WH-10,Beta Co,241.84,185.83,27.09,Delivered
SHP-03750,2025-05-09,2025-05-11,2025-05-13,South,SpeedEx,WH-05,Prime Inc,514.03,451.82,18.04,Delivered
SHP-04511,2024-03-18,2024-03-19,2024-03-18,North,ReliableCo,WH-09,Omega Ltd,377.05,183.2,49.63,Delivered
SHP-04702,2024-08-21,2024-08-22,2024-08-21,West,FastShip,WH-03,Delta LLC,181.83,198.93,43.6,Delivered
SHP-02882,2024-10-26,2024-10-27,2024-10-28,East,GlobalFreight,WH-09,Sigma LLC,149.63,102.8,26.46,Delivered
SHP-01453,2024-09-16,2024-09-21,2024-09-21,East,ReliableCo,WH-02,Beta Solutions,1238.7,1202.33,55.11,Delivered
SHP-00594,2024-04-17,2024-04-20,2024-04-21,West,FastShip,WH-01,Acme LLC,269.35,274.09,55.37,Delivered
SHP-02726,2025-01-26,2025-01-29,2025-01-29,East,GlobalFreight,WH-08,Sigma Solutions,140.34,20.44,29.49,Delayed
SHP-00042,2024-02-22,2024-02-26,2024-02-27,East,QuickMove,WH-02,Omega Solutions,436.17,341.17,75.77,Delayed
SHP-00561,2025-02-05,2025-02-06,2025-02-08,South,ReliableCo,WH-04,Global Co,260.74,298.63,6.72,Delayed
SHP-04893,2024-01-22,2024-01-25,2024-01-26,Central,SpeedEx,WH-09,Beta Solutions,245.25,272.04,14.89,Delivered
SHP-03108,2024-04-25,2024-04-28,2024-04-28,East,ReliableCo,WH-07,Acme Partners,211.95,216.16,58.95,Delivered
SHP-00244,2025-01-23,2025-01-27,2025-01-27,West,SpeedEx,WH-02,Global Group,405.2,400.52,5.35,Delivered
SHP-01340,2024-11-15,2024-11-18,2024-11-18,West,FastShip,WH-04,Sigma Ltd,91.91,53.21,16.57,Delivered
SHP-02978,2025-03-20,2025-03-22,2025-03-23,Central,GlobalFreight,WH-02,Sigma Solutions,161.78,109.38,8.0,Delivered
SHP-03275,2024-06-18,2024-06-22,2024-06-21,Central,FastShip,WH-02,Prime Ltd,623.3,539.07,20.65,Delivered
SHP-03878,2024-02-06,2024-02-08,2024-02-09,Central,QuickMove,WH-03,Prime Inc,308.81,247.13,65.37,Delivered
SHP-01443,2024-12-11,2024-12-12,2024-12-12,South,GlobalFreight,WH-05,Sigma Partners,276.73,322.82,17.9,Delivered
SHP-00262,2025-03-16,2025-03-17,2025-03-18,North,ReliableCo,WH-06,Beta Co,220.62,194.24,6.66,Delivered
SHP-02847,2024-12-10,2024-12-11,2024-12-12,North,GlobalFreight,WH-10,Beta Industries,216.61,185.27,34.13,Delayed
SHP-01690,2024-03-07,2024-03-10,2024-03-11,West,GlobalFreight,WH-09,Global Co,301.17,367.2,22.44,Delivered
SHP-01726,2025-01-16,2025-01-19,2025-01-19,East,QuickMove,WH-04,Alpha Inc,431.85,320.54,14.49,Delivered
SHP-01204,2024-09-19,2024-09-21,2024-09-19,North,GlobalFreight,WH-02,Global Corp,363.46,251.59,16.89,Delivered
SHP-00835,2024-08-28,2024-08-31,2024-08-31,North,GlobalFreight,WH-04,Global Enterprises,107.82,80.96,70.63,Delivered
SHP-01867,2025-01-23,2025-01-26,2025-01-26,East,speedex,WH-06,,868.51,885.22,15.53,Delivered
SHP-02497,2025-02-09,2025-02-11,2025-02-11,Central,FastShip,WH-05,Beta Enterprises,119.61,,5.79,Delivered
SHP-02011,2025-03-20,2025-03-23,2025-03-23,East,SpeedEx,WH-04,Beta LLC,216.72,160.27,38.95,In Transit
SHP-00341,2024-09-25,2024-09-26,2024-09-27,East ,QuickMove,WH-04,Delta Partners,242.45,172.62,10.16,Delivered
SHP-03054,2025-06-10,2025-06-13,2025-06-13,Central,GlobalFreight,WH-04,Omega LLC,66.91,64.65,14.83,Delivered
SHP-01602,2024-12-19,2024-12-22,2024-12-23,West,SpeedEx,WH-04,Prime Partners,334.58,361.16,24.89,Delivered
SHP-04205,2024-01-03,2024-01-04,2024-01-05,North,ReliableCo,WH-03,Global Co,170.36,62.32,31.79,Delivered
SHP-04747,2024-05-27,2024-05-29,2024-05-28,Central,QuickMove,WH-01,Global Co,291.1,207.58,29.33,Delivered
SHP-00481,2025-05-29,2025-05-30,2025-05-31,North,GlobalFreight,WH-01,Delta Industries,74.62,20.76,23.75,Delivered
SHP-02887,2024-01-03,2024-01-04,2024-01-05,Central,ReliableCo,WH-02,Acme Group,273.6,217.43,7.11,Delivered
SHP-03610,2024-01-09,2024-01-12,2024-01-12,Central,FastShip,WH-02,,283.67,229.12,9.07,Delivered
SHP-03983,2024-03-24,2024-03-26,2024-03-27,South,QuickMove,WH-07,Omega Solutions,223.58,130.22,19.51,Delivered
SHP-03467,2024-09-24,2024-09-26,2024-09-27,East,SpeedEx,WH-08,Beta Ltd,366.7,469.24,24.62,Delivered
SHP-04691,2024-07-22,2024-07-23,2024-07-24,South,FastShip,WH-01,Prime Partners,297.91,200.47,9.67,Delivered
SHP-03113,2024-05-26,2024-05-28,2024-05-29,North,ReliableCo,WH-09,Alpha Partners,296.47,210.76,53.86,Delivered
SHP-04076,2024-06-03,2024-06-04,2024-06-04,West,SpeedEx,WH-09,,220.81,193.16,16.06,In Transit
SHP-01767,2024-08-26,2024-08-29,2024-08-29,West,GlobalFreight,WH-01,Global Industries,281.95,136.66,17.39,Delivered
SHP-04524,2024-09-25,2024-09-27,2024-09-27,East,FastShip,WH-04,Acme Group,182.71,146.2,54.51,Delivered
SHP-02454,2024-04-04,2024-04-06,2024-04-07,West,GlobalFreight,WH-08,Sigma Industries,308.32,172.66,23.19,Delivered
SHP-02941,2024-10-28,2024-10-29,2024-10-30,North,FastShip,WH-08,Sigma Group,254.91,150.23,21.32,Delivered
SHP-03895,2024-07-13,2024-07-14,2024-07-14,East,GlobalFreight,WH-09,Beta Ltd,256.43,162.13,13.12,Delivered
SHP-04100,2024-03-07,2024-03-10,2024-03-11,North,SpeedEx,WH-01,Beta Corp,96.91,128.61,33.03,Delivered
SHP-04730,2024-10-15,2024-10-17,2024-10-17,Central,Global Freight,WH-10,Prime Group,349.03,10.89,10.21,Delivered
SHP-03758,2024-02-09,2024-02-12,2024-02-12,East,QuickMove,WH-07,Global Industries,215.14,129.95,6.27,Delivered
SHP-01272,2024-09-12,2024-09-15,2024-09-17,North,QuickMove,WH-04,Prime LLC,434.32,303.28,28.6,Delivered
SHP-04558,2024-07-11,2024-07-14,2024-07-14,Central,GlobalFreight,WH-01,Beta LLC,404.37,180.22,37.99,Delivered
SHP-04986,2025-04-28,2025-04-30,2025-05-01,North,QuickMove,WH-08,Beta Co,161.55,128.6,24.78,Delivered
SHP-03162,2024-08-10,2024-08-11,2024-08-13,south,QuickMove,WH-03,Omega Industries,294.6,241.5,14.59,Delivered
SHP-04384,2024-04-23,2024-04-24,2024-04-25,West,GlobalFreight,WH-10,Beta Partners,200.88,55.17,20.01,Delivered
SHP-00348,2025-01-19,2025-01-20,2025-01-20,Central,QuickMove,WH-07,Omega LLC,249.44,186.08,12.5,Returned
SHP-04433,2024-09-25,2024-09-26,2024-09-26,South,ReliableCo,WH-07,Acme Inc,250.84,110.63,4.13,Delivered
SHP-04676,2024-03-02,2024-03-05,2024-03-05,Central,FastShip,WH-03,Beta Solutions,93.98,63.86,33.89,Delivered
SHP-02563,2024-12-27,2024-12-30,2024-12-30,East,ReliableCo,WH-06,Global Enterprises,395.22,252.3,40.29,In Transit
SHP-04641,2024-11-20,2024-11-23,2024-11-23,North,FastShip,WH-02,Alpha Solutions,171.29,98.68,25.91,Delivered
SHP-01424,2024-02-25,2024-02-28,2024-02-28,East,ReliableCo,WH-07,Delta Corp,298.57,326.09,28.98,Delivered
SHP-00657,2025-03-07,2025-03-08,2025-03-07,Central,ReliableCo,WH-01,Omega Corp,312.89,322.49,32.74,Delivered
SHP-02103,2024-05-29,2024-05-31,2024-05-31,East,GlobalFreight,WH-09,Omega Inc,167.96,93.4,40.63,Delivered
SHP-00633,2025-04-02,2025-04-07,2025-04-06,West,SpeedEx,WH-04,,840.44,1024.0,10.5,Delivered
SHP-02956,2024-09-21,2024-09-22,2024-09-22,South,QuickMove,WH-06,Omega Inc,176.32,136.17,47.77,Delivered
SHP-02494,2025-06-18,2025-06-21,2025-06-23,South,QuickMove,WH-08,Prime Industries,406.33,346.0,13.75,In Transit
SHP-02666,2024-08-05,2024-08-09,2024-08-09,East,FastShip,WH-02,Prime LLC,568.27,563.97,6.05,Delivered
SHP-03286,2025-01-25,2025-01-28,2025-01-29,West,ReliableCo,WH-09,Global Inc,249.67,181.57,20.3,Delivered
SHP-03741,2025-03-22,2025-03-25,2025-03-25,South,GlobalFreight,WH-10,Sigma Inc,356.87,244.88,19.56,Delivered
SHP-03378,2024-05-04,2024-05-05,2024-05-07,South,QuickMove,WH-07,Alpha Co,124.74,84.35,14.42,Delivered
SHP-03164,2024-12-04,2024-12-06,2024-12-07,West,GlobalFreight,WH-07,Prime Co,605.19,392.29,62.2,Delivered
SHP-04685,2025-02-18,2025-02-19,2025-02-18,South,QuickMove,WH-02,Global Group,302.59,261.51,20.71,Delivered
SHP-02501,2024-11-22,2024-11-25,2024-11-25,North,FastShip,WH-06,Omega Corp,162.86,123.84,21.7,Delivered
SHP-01466,2025-04-23,2025-04-25,2025-04-26,Central,FastShip,WH-07,Acme LLC,515.97,412.66,5.72,Delayed
SHP-02896,2024-06-30,2024-07-03,2024-07-04,East,SpeedEx,WH-01,Sigma Enterprises,226.25,224.22,27.8,Delivered
SHP-00116,2024-03-07,2024-03-09,2024-03-09,North,QuickMove,WH-10,Alpha Partners,795.39,501.12,23.33,Delivered
SHP-01822,2024-09-26,2024-09-30,2024-09-30,North,SpeedEx,WH-06,Global Group,517.92,708.94,41.81,Delivered
SHP-01495,2025-04-16,2025-04-18,2025-04-19,South,ReliableCo,WH-08,Alpha Industries,659.83,526.53,28.23,Delivered
SHP-02402,2024-05-06,2024-05-08,2024-05-09,East,QuickMove,WH-01,Acme Partners,409.24,171.8,27.22,Delivered
SHP-01233,2025-02-24,2025-02-25,2025-02-25,East,QuickMove,WH-07,Beta Ltd,112.81,91.33,4.33,Delayed
SHP-02662,2025-03-24,2025-03-25,2025-03-25,Central,QuickMove,WH-06,Sigma Solutions,152.53,136.72,25.4,Delivered
SHP-02818,2024-12-31,2025-01-04,2025-01-05,West,SpeedEx,WH-07,Acme Partners,471.89,739.7,14.16,Delivered
SHP-04402,2025-04-22,2025-04-23,2025-04-24,East,speedex,WH-02,Omega Ltd,50.6,56.46,23.79,Delivered
SHP-04624,2024-02-04,2024-02-06,2024-02-06,North,QuickMove,WH-04,Beta Group,249.67,137.98,28.24,Delayed
SHP-01154,2024-03-23,2024-03-26,2024-03-26,West,SpeedEx,WH-06,Omega Industries,581.24,647.48,16.17,Delivered
SHP-03929,2025-01-19,2025-01-20,2025-01-21,South,Speed Ex,WH-02,Global LLC,266.18,353.2,11.28,Delivered
SHP-00058,2024-05-03,2024-05-06,2024-05-07,Central,SpeedEx,WH-04,Alpha Group,159.3,146.15,23.37,Delivered
SHP-03468,2025-02-13,2025-02-15,2025-02-15,Central,GlobalFreight,WH-01,Alpha Corp,365.01,117.42,22.99,Delivered
SHP-04338,2024-12-28,2024-12-30,2024-12-30,Central,FastShip,WH-01,Alpha Ltd,407.19,263.05,26.63,Delayed
SHP-02032,2024-05-06,2024-05-07,2024-05-08,East,GlobalFreight,WH-09,Global Industries,200.32,173.02,10.35,Delivered
SHP-01736,2025-04-25,2025-04-26,2025-04-26,Central,GlobalFreight,WH-05,Delta LLC,189.16,187.27,39.34,Delivered
SHP-02824,2025-06-24,2025-06-28,2025-06-29,Central,QuickMove,WH-10,Delta Corp,495.88,,8.49,Delivered
SHP-02197,2025-03-04,2025-03-05,2025-03-06,South,SpeedEx,WH-02,Beta Inc,118.82,149.4,16.29,Delivered
SHP-03629,2024-12-26,2024-12-29,2024-12-29,Central,SpeedEx,WH-09,Sigma Industries,138.9,147.1,26.62,Delivered
SHP-02476,2025-04-03,2025-04-07,2025-04-08,East,FastShip,WH-05,Prime Corp,428.72,292.56,19.51,Delayed
SHP-02565,2024-06-11,2024-06-13,2024-06-13,Central,QuickMove,WH-04,Prime Enterprises,369.27,242.4,19.63,Delivered
SHP-03228,2025-05-05,2025-05-06,2025-05-06,Central,FastShip,WH-01,Global Group,361.09,315.88,12.25,Delivered
SHP-02609,2024-09-22,2024-09-23,2024-09-23,North,GlobalFreight,WH-10,Delta Industries,295.69,199.68,22.77,Delivered
SHP-03734,2024-03-06,2024-03-09,2024-03-11,West,ReliableCo,WH-03,Alpha Solutions,232.47,225.69,14.02,In Transit
SHP-00708,2025-05-24,2025-05-28,2025-05-28,North,SpeedEx,WH-07,Omega Partners,433.06,291.89,10.52,Delivered
SHP-04330,2024-07-24,2024-07-25,2024-07-26,East,SpeedEx,WH-05,Acme Ltd,180.66,245.64,4.98,Delivered
SHP-01094,2024-10-20,2024-10-23,2024-10-23,West,GlobalFreight,WH-01,Beta Corp,127.07,114.15,31.57,Delivered
SHP-04495,2025-02-21,2025-02-25,2025-02-24,west,GlobalFreight,WH-05,Global Inc,821.28,786.26,42.5,Delayed
SHP-01377,2024-06-01,2024-06-02,2024-06-02,East,ReliableCo,,Sigma Corp,183.06,98.81,3.41,Delayed
SHP-04969,2024-01-25,2024-01-28,2024-01-29,South,QuickMove,WH-07,Alpha Industries,615.87,430.18,60.64,Delivered
SHP-00073,2024-02-05,2024-02-06,2024-02-07,South,QuickMove,WH-03,Acme Ltd,289.63,196.71,14.22,Returned
SHP-01923,2024-09-18,2024-09-21,2024-09-21,Central,FastShip,WH-03,Acme Corp,212.65,193.82,13.22,Delivered
SHP-04936,2025-02-21,2025-02-23,2025-02-23,Central,Quick Move,WH-08,Acme Partners,221.16,132.93,20.54,Delivered
SHP-01765,2024-03-07,2024-03-08,2024-03-09,South,FastShip,WH-05,Alpha Industries,208.05,237.79,32.49,In Transit
SHP-00744,2025-05-05,2025-05-08,2025-05-09,North,QuickMove,WH-06,Delta Ltd,107.66,85.18,21.63,Delivered
SHP-03743,2024-01-12,2024-01-14,2024-01-14,North,GlobalFreight,WH-06,Beta Corp,295.0,215.77,16.71,Delivered
SHP-01006,2024-10-24,2024-10-28,2024-10-28,North,ReliableCo,WH-01,Global Group,899.61,341.52,34.76,Delivered
SHP-02669,2024-07-28,2024-07-30,2024-07-30,South,QuickMove,WH-09,Omega Ltd,144.94,80.05,14.05,In Transit
SHP-01191,2024-07-01,2024-07-02,2024-07-02,North,SpeedEx,WH-08,Alpha Partners,114.21,144.81,26.28,Delivered
SHP-03260,2025-04-05,2025-04-08,2025-04-08,West,Speed Ex,WH-07,Prime Corp,748.19,954.29,51.26,Delivered
SHP-02602,2024-08-16,2024-08-17,2024-08-18,Central,FastShip,WH-03,Prime Partners,190.01,164.95,11.88,In Transit
SHP-01126,2024-01-03,2024-01-05,2024-01-04,West,QuickMove,WH-08,Global Enterprises,137.65,74.56,26.82,Delivered
SHP-01242,2024-09-09,2024-09-10,2024-09-10,Central,QuickMove,WH-01,Omega Partners,165.11,100.06,43.97,Delivered
SHP-04198,2025-03-07,2025-03-10,2025-03-09,central,QuickMove,WH-09,Sigma Ltd,191.9,,18.76,Delivered
SHP-04177,2024-08-29,2024-08-31,2024-08-31,Central,SpeedEx,WH-08,Acme Enterprises,143.83,196.0,11.24,Delivered
SHP-04326,2025-01-20,2025-01-22,2025-01-21,East,GlobalFreight,WH-10,Sigma Inc,83.74,44.04,6.74,In Transit
SHP-00999,2024-07-05,2024-07-06,2024-07-07,West,FastShip,WH-08,Sigma Ltd,74.79,40.41,20.49,Delivered
SHP-03459,2024-11-07,2024-11-09,2024-11-10,West,ReliableCo,WH-04,Omega Corp,248.15,126.17,63.08,Delivered
SHP-02685,2024-04-12,2024-04-15,2024-04-15,East,GlobalFreight,WH-01,Omega Enterprises,604.85,288.08,7.25,Delivered
SHP-01578,2024-09-28,2024-09-30,2024-09-30,North,SpeedEx,WH-08,Global LLC,234.85,247.46,46.92,Delivered
SHP-04845,2024-12-31,2025-01-02,2025-01-02,South,ReliableCo,WH-10,Alpha Industries,127.45,87.61,140.93,Delivered
SHP-01827,2024-05-09,2024-05-12,2024-05-10,South,SpeedEx,WH-04,Omega Ltd,321.74,436.09,54.9,Delivered
SHP-03363,2024-12-23,2024-12-26,2024-12-26,East,GlobalFreight,WH-09,Omega Ltd,266.71,225.8,22.16,Delivered
SHP-02297,2024-08-23,2024-08-24,2024-08-24,Central,ReliableCo,WH-04,Delta LLC,220.81,90.12,26.42,Delivered
SHP-03611,2025-05-25,2025-05-28,2025-05-29,Central,QuickMove,WH-05,Prime Corp,519.86,422.36,46.95,Delivered
SHP-00441,2024-07-13,2024-07-15,2024-07-15,Central,ReliableCo,WH-02,Beta Solutions,654.57,500.8,6.54,Delivered
SHP-01105,2024-09-04,2024-09-05,2024-09-04,North,ReliableCo,WH-07,Delta Inc,286.36,194.67,4.25,Delivered
SHP-01101,2025-04-30,2025-05-03,2025-05-05,South,SpeedEx,WH-07,Alpha Inc,327.79,288.52,25.64,Delivered
SHP-04096,2025-01-19,2025-01-22,2025-01-22,Central,FastShip,WH-04,Global LLC,139.36,99.73,24.28,Delivered
SHP-04073,2025-01-01,2025-01-02,2025-01-03,Central,FastShip,WH-09,Omega Inc,288.93,215.82,9.79,Delayed
SHP-00650,2024-07-14,2024-07-17,2024-07-18,NORTH,FastShip,WH-01,Prime Inc,170.03,175.13,14.23,Delivered
SHP-01547,2025-04-06,2025-04-07,2025-04-07,West,Global Freight,WH-02,Sigma LLC,235.88,171.03,45.47,Delivered
SHP-03614,2024-10-19,2024-10-22,2024-10-23,Central,FastShip,WH-04,Omega Partners,231.29,173.43,4.32,In Transit
SHP-03636,2024-06-07,2024-06-10,2024-06-11,North,ReliableCo,WH-02,Acme Inc,297.62,225.53,23.29,In Transit
